type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,dc,0,Plongée des saintes 'La Dive Bouteille',0,Terre-de-Haut,FR,05 90 99 54 25 ,Les Saintes,Plage de la colline,97137,,mail@dive-bouteille.com,,,-0.633389,45.744175,http://www.dive-bouteille.com,[]
DC,,scubadiving,0,ATIMOO,0,TOLIARA,MG,06 89 51 97 06 ,,BP 214,601,,jp.rausch@atimoo.com,,,43.666667,-23.35,,[]
DC,,scubadiving,0,BIG BLUE DIVERS,0,VICTORIA MAHE  SEYCHELLES,SC,248 26 11 06 ,,INT.L PADI DIVE CENTERS,0,,bigblue@seychelles.net,,,-81.163725,33.836081,,[]
DC,,scubadiving,0,DAY MARINE & SERVICES LTD,0,TAMARIN,MU,002 302 12 97 52 ,,CNR ROYAL ROAD & AVE DES VACOAS,0,,daymarin@intnet.mu,,,57.375081,-20.337791,,[]
DC,,scubadiving,0,ESPACE MARIN LTD,0,LES PAILLES PORT LOUIS,MU,230 286 00 11 ,,AVENUE MICHAEL LEAL,0,,sme.mari@intnet.mu,,,57.488185,-20.19292,,[]
DC,,scubadiving,0,La Bonne Bouteille de Laurent Juan de Mendoza,0,Mataura,PF,(689) 95 08 41 ,Tubuai,Quai de Mataura,0,,labonnebouteille@mail.pf,,,-149.48605,-23.347523,,[]
DC,,scubadiving,0,PLONGEE SALEE,0,L'ETANG SALE,RE,02 62 91 71 23 ,,5 RUE MOTAIS DE NARBONNE,97427,,contact@plongeesalee.com,,,55.334033,-21.267033,https://www.plongeesalee.com/,[]
DC,,mares_lab scubadiving,0,PAVILLON ALPHA,0,SAINT GILLES LES BAINS,FR,02 62 33 16 15 ,LA REUNION,ENCEINTE PORTUAIRE-LOCAL20,97434,,pavillonalphareunion@gmail.com,,,55.223908,-21.055519,,[]
DC,,scubadiving,0,CATELO SPORT 2000,0,SAINT PIERRE CEDEX,FR,02 62 96 13 70 ,LA REUNION,RUE STEPHANE REBECCA,97410,,veronique.kemann@locate.fr,,,55.470317,-21.315723,,[]
DC,,dc,0,PUNTA MESCO SHOP,0,LEVANTO,IT,+39 0187 802541 ,SP,"Via Martiri Della Liberta', 13",19015,,amministrazione_diving@divingcenter.net,,,9.614551,44.169723,http://www.puntamescodiving.com/,[]
DC,,dc,0,Diving Group Portofino,0,Rapallo,IT,+39 0185 65862 ,GE,Via Amerigo Vespucci 2/C/D,16035,,abyssdiving@abyssdiving.it,,,9.227683,44.34593,http://www.abyssdiving.it,[]
DC,,dc,0,ARGONAUTA DIVING CENTER,0,S.VITO LO CAPO,IT,+39 0923 972888 +39 335 1309020 ,,VIA FARO,91010,,argodiving@tiscalinet.it,,,12.730639,38.180587,http://www.argonauta-divingcenter.com,[]
DC,,dc,0,Blue Dolphins Diving center,0,Lampedusa,IT,+39 09 22971606 ,AG,"A. Volta, 18 -Porto Nuovo",92010,,info@bluedolphins.it,,,12.59292,35.508622,http://www.bluedolphins.it,[]
DC,,dc,0,BLUE SPACE DIVING CENTER,0,ISOLE TREMITI,IT,+39 0882 463229 ,FG,VILLAGGIO SAN DOMINO,71040,,info@divingbluespace.com,,,15.485898,42.11173,http://www.divingbluespace.com,[]
DC,,mares_lab dc,0,Borgo Marina Diving A.S.D.,0,Imperia,IT,329 2215647 ,IM,Via Croce di malta 59,18100,,info@borgomarinadiving.com,,,8.018725,43.876222,http://www.borgomarinadiving.com,[]
DC,,dc,0,CAVO DIVING CENTER,0,CAVO - ISOLA D'ELBA,IT,0565/931160 ,LI,"SALITA PRIMA CAVO, RIO MARINA",58030,,cavo-diving@infinito.it,,,10.419704,42.860167,http://www. cavo-diving.de,[]
DC,,dc,0,Centro Sub Talas S.a.s,0,Capoliveri,IT,+39 0565 933572 ,,Localita' Lido,57031,,info@subacquea.com,,,10.358422,42.762681,http://www.subacquea.com/,[]
DC,,dc,0,CIRCOLO SUBACQUEI TESEO TESEI,0,Portoferraio,IT,+39 0565 930461 ,LI,Località Antiche Saline,57036,,info@teseotesei.it,,,10.3117,42.805009,http://www.teseotesei.it,[]
DC,,dc,0,Coral Reef,0,SANT' ANTIOCO,IT,0781/508796 ,,Corso Colombo,9010,,Diving@Coral-Reef.it,,,8.458662,39.071021,http://www.coral-reef.it,[]
DC,,dc,0,Costa del Sud Diving Center,0,Lecce,IT,335-5273 823 ,LE,"Via Lungomare, 6 Santa Caterina di Nardò",0,,info@costadelsud.it,,,17.985238,40.140029,http://www.costadelsud.it,[]
DC,,mares_lab dc,0,DIVING CENTER PUNTA STILO SERVICES,0,STILO,IT,0964/775307 ,RC,"VIA NAZARIO SAURO, 10",89049,,info@divingcenterpuntastilo.it,,,16.452151,38.475457,http://www.divingcenterpuntastilo.it,[]
DC,,mares_lab dc,0,Diving Center Saracen,0,Vulcano - Isole Eolie,IT,+39 090 9852189 ,ME,Via Porto Ponente - Sabbie Nere,98050,,info@divingcentersaracen.com,,,14.927204,38.493662,http://www.divingcentersaracen.com/,[]
DC,,dc,0,Diving Group Portofino,0,Santa Margherita Ligure,IT,+ 39 335 72 59 758 ,GE,"Via Favale, 11 Santa Margherita Ligure",16100,,info@dwsdiving.com,,,9.211578,44.330675,http://www.dwsdiving.com,[]
DC,,dc,0,ENFOLA DIVING CENTER,0,PORTOFERRAIO - ISOLA D'ELBA,IT,+39 333 7609040 - +39 0565 918938 ,LI,LOCALITA' ENFOLA,57037,,info@enfoladivingcenter.it,,,10.277375,42.820601,http://www.enfoladivingcenter.it,[]
DC,,dc,0,Lipari Diving Center,0,Lipari,IT,348-8556826 ,,Crispi - Marina Lunga 24,0,,info@seafolk.it,,,14.927204,38.493662,http://www.seafolk.it,[]
DC,,dc,0,LORENZO SUB DIVING CENTER,0,FIUMARETTA,IT,0187/64011 ,SP,VIA DEL PILOTA 11,19030,,lorenzosub@lorenzosub.com,,,9.986059,44.052374,http://www.lorenzosub.com,[]
DC,,dc,0,Mare Nostrvm Diving Center,0,Palermo,IT,091-211584 ,PA,"Via Rinaldo D' Aquino, 36",0,,info@marenostrumdiving.it,,,13.335373,38.118266,http://www.marenostrumdiving.it,[]
DC,,dc,0,MARINA DIVING CENTER,0,ALBENGA,IT,335/6611106 ,SV,"VIA CHE GEVARA, 65",17031,,marinadiving@marinadiving.com,,,8.224935,44.059097,http://www.marinadiving.com,[]
DC,,dc,0,MISTER JUMP DIVING CENTER,0,Ustica,IT,+39 340 3905035 +39 320 1149550 ,PA,Via Vittorio Emanuele III,90010,,info@misterjump.it,,,13.193699,38.708973,http://www.misterjump.it,[]
DC,,dc,0,OMNISUB,0,Isola d' Elba,IT,+39 0565 95628 ,LI,"Località Barbarossa, 23",57036,,info@omnisub.com,,,10.389095,42.774909,http://www.omnisub.com,[]
DC,,dc,0,ONDA SUB DIVING CENTER,0,MARINA DI CAMPO/ISOLA D'ELBA,IT,0565/977058 ,LI,"VIA ROMA, 353",0,,ondasub@tiscalinet.it,,,10.238294,42.762862,http://www.ondasub.it,[]
DC,,dc,0,PIANETA ACQUA,0,COMO,IT,+39 031 571870 ,CO,"Borgo Vico, 35",22100,,info@pianeta-acqua.it,,,9.074274,45.809971,http://www.pianeta-acqua.it,[]
DC,,dc,0,PONZA DIVING CENTER,0,PONZA PORTO-ISOLA DI PONZA,IT,+39 0771 809788 ,LT,VIA BANCHINA,4027,,info@ponzadiving.com,,,12.957946,40.910866,http://www.ponzadiving.com,[]
DC,,dc,0,Project Diver Diving Center,0,Trapani,IT,+39 347 3336833 - +39 0923 972577 ,TP,"c/o Camping Village El-Bahira , SS 187 - km 45 - dir. S.Vito Lo Capo .",0,,diving@projectdiver.it,,,12.537202,38.017618,http://www.projectdiver.it,[]
DC,,dc,0,Sabbia Nera Stromboli,0,Stromboli - Isole Eolie -,IT,090-986390 ,ME,Via D. Cincotta,98050,,info@sabbianerastromboli.com,,,14.927204,38.493662,http://www.sabbianerastromboli.com,[]
DC,,dc,0,SCUBA POINT,0,PALAU,IT,338/2443537 ,,PORTO TURISTICO PALAU,7020,,info@scubapoint.info,,,9.383988,41.17883,http://www.scubapoint.info,[]
DC,,dc,0,Scuola Sub Punta Mesco Diving Center Di Ferrari Dario Scuola Sub,0,LEVANTO,IT,+39 0187 807055 ,SP,Localita' Vallesanta,19015,,direzione_diving@divingcenter.net,,,9.600753,44.174524,http://www.divingcenter.net,[]
DC,,dc,0,SUB ASSAI,0,GENOVA,IT,+39 010 2465929 ,GE,"PIAZZALE KENNEDY, 1",16129,,subassai@tin.it,,,8.943376,44.396164,http://www.corderianazionale.it,[]
DC,,dc,0,Ventotene Diving Academy,0,Ventotene,IT,+39 0771 85094 ,LT,"Via Porto Romano, 3",4020,,asantomauro@dimensione.com,,,13.432901,40.798356,http://www.ventotenediving.com,[]
DC,,dc,0,CAPRAIA DIVING SERVICE,0,CAPRAIA ISOLA,IT,0586905137-3333172333 ,LI,VIA  ASSUNZIONE 100/B,57032,,info@capraiadiving.it,,,9.833996,43.050361,http://www.capraiadiving.it,[]
DC,,mares_lab,0,Sportlife,0,TRENTO,IT,0462/261574 ,TN,"VIA DOS TRENTO, 1",38100,,trento@sportlife.com,,,11.108419,46.075346,http://www.sportlyfe.com,[]
DC,,mares_lab scubadiving,0,DIKELAS DIVE CENTER,0,EVIA,GR,22240-25765 ,KARYSTOS,SAHTOURI 8,34001,,thalianikit@yahoo.gr,,,24.420342,38.015413,,[]
DC,,mares_lab scubadiving,0,PARALOS DIVING O.E.,0,MAROUSI,GR,210-6105202 ,ATHENS,AGIOU KONSTANTINOU 40,15124,,paralos@paralos.net,,,23.803881,38.0479,,[]
DC,,scubadiving,0,Apnea d.o.o.,0,Dubrovnik,HR,00385 20357316 ,Dalmacija,Ulica dr. Ante Starčevića 89,20000,,diving@apnea.hr,,,18.089009,42.651461,http://www.du-apnea.hr/,[]
DC,,mares_lab scubadiving,0,Diving Center Shark,0,Medulin,HR,00385 98366110 ,,Campsite Medulin,52203,,info@diving-shark.hr,,,13.923385,44.827703,http://www.diving-shark.hr,[]
DC,,dc,0,Trogir D.C.,0,Trogir,HR,00385 21886299 ,,Pod Luku 1,21223,,mail@trogirdivingcenter.com,,,16.271562,43.492617,http://www.trogirdivingcenter.com,[]
DC,,mares_lab scubadiving,0,Baltline,0,VILNIUS,LT,37065058228,,Kareiviu 11,0,,info@baltine.lt,,,25.298877,54.718366,http://www.extremal.lt/,[]
DC,,mares_lab scubadiving,0,Diugonis Diving Equipment,0,Vilnius,LT,+370 52 407 015 ,,J. Matulaicio 7-38,5111,,diugonis@scubadiving.iy,,,25.23023,54.711971,,[]
DC,,mares_lab scubadiving,0,Diver LT,0,Vilnius,LT,+370 65059059 ,,žygio 90-165,8242,,info@diver.lt,,,25.293494,54.709156,http://www.diver.lt,[]
DC,,mares_lab scubadiving,0,Belinda Sport,0,Maribor,SI,00386 22525440 ,,Mlinska Ulica 1,2000,,trgovina@belindasport.si,,,15.655622,46.56028,http://www.belindasport.si,[]
DC,,mares_lab,0,Bojan Jenko s.p.,0,Kranj,SI,00386 41900246 ,,Prešernova 8,4000,,bojan_jenko1@t-2.net,,,14.356002,46.240245,,[]
DC,,mares_lab scubadiving,0,Aquamania,0,Ljubljana,SI,00 386 51 396 730 ,,BTC – HALA 3 Šmartinska cesta 152,1000,,info@aquamania.si,,,14.541966,46.068003,http://www.aquamania.si,[]
DC,,mares_lab scubadiving,0,Reef d.o.o.,0,Nova Gorica,SI,00386 53027842 ,,Vipavska Cesta 54,5000,,info@reef.si,,,13.648104,45.941502,http://www.reef.si,[]
DC,,mares_lab scubadiving freediving,0,Nautilus,0,Bratislava,SK,+421 267 209 031 ,Bratislavský kraj ,Hrobakova 21,0,,info@nautilus.sk,,,17.117983,48.115646,http://www.nautilus.sk,[]
DC,,mares_lab scubadiving,0,TED L.C.,0,KYIV,UA,+380 50 462 78 68 ,,"str. M.Raskovoi 52B, app.166",2002,,ted-lc@ukr.net,,,30.83823,50.512739,http://www.mares.in.ua,[]
DC,,mares_lab,0,Mavros Ltd.,0,Nicosia,CY,+357 22680898 ,,Ledras 138,1011,,sports@mavros.com.cy,,,33.361379,35.172887,,[]
DC,,mares_lab,0,Ionas Bros.O.E.,0,Athens,GR,+30 210 2844484 ,,G. Papandreu 119 Metamorfosi,14452,,ionas@otenet.gr,,,23.765582,38.065523,http://www.ionas.gr/,[]
DC,,,0,Dougit Sasson Yeheskel,0,Tel Aviv,IL,+972 3 6045034 ,,250 BEN YEHUDA STR.,63501,,rany@dugit.co.il,,,34.775306,32.094382,,[]
DC,,mares_lab,0,Ocean Ltd,0,Moscow,RU,+7 499 730 59-99 ,,Malaya Filevskaya str. 4/1,121433,,mares@mares.ru,,,37.479284,55.740499,www.mares.ru,[]
DC,,mares_lab,0,TED L.C.,0,Kyiv,UA,+380 50 462 78 68 ,,"str. M.Raskovoi 52B, app.166",2002,,ted-lc@ukr.net,,,30.83823,50.512739,http://www.mares.in.ua,[]
DC,,mares_lab,0,Aqua Divers International Ltd,0,Honeydew,ZA,+27 11 7949444 ,,"13 Picaroon Street, Lazer Park Ext 30,",2170,,retief@aquadivers.co.za,,,27.925633,-26.079153,www.aquadivers.co.za,[]
DC,,mares_lab,0,CBM Produkter AB,0,Nacka,SE,+46 8 4482890 ,,Box 47,0,,info@cbm.se,,,17.415575,62.472945,www.cbm.se,[]
DC,,scubadiving,0,Delma Marine & Industrial Supplies,0,Abu Dhabi,AE,+971-2-6668153 ,,"PO Box 4358, Marina Al Buteen",0,,disms@emirates.net.ae,,,54.311476,24.479889,,[]
DC,,scubadiving,0,Divers Down,0,Fujairah,AE,+971-9-2370299 ,,"PO Box 10444, Oceanic Hotel, Khorfakkan",0,,ddown@emirates.net.ae,,,56.352568,25.117388,http://www.diversdown.tk/,[]
DC,,scubadiving,0,Emirates Diving Center,0,Sharjah,AE,+971-6-5655990 ,,"PO Box 3273, Corniche Street 101",0,,nasse@emirates.net.ae,,,55.386339,25.335317,http://www.emiratesdivingcenter.com/,[]
DC,,scubadiving,0,Scuba International,0,Fujairah,AE,+971-9-2220060 ,,"PO Box 2099, Fujairah Int'l Marine Club",0,,info@scubainternational.net,,,56.352568,25.117388,http://www.scubainternational.net/,[]
DC,,scubadiving,0,Baracuda Ltd,0,Varna,BG,+359 52610841 ,,GEN. GURKO STR 43,9000,,office@baracudadive.com,,,27.920218,43.213364,http://www.baracudadive.com,[]
DC,,scubadiving,0,FRANTISEK VERTAT - VEFA,0,Tabor,CS, ,,"North Male' Atoll,",0,,vefa@vefa.cz,,,73.450804,4.690487,http://www.vefa.cz,[]
DC,,scubadiving,0,NAUTILUS,0,Bratislava,CS, ,,Hrobakova,0,,nautilus@nautilus.sk,,,17.116231,48.116892,http://www.nautilus.sk,[]
DC,,scubadiving,0,SCUBAONLINE,0,Hurghada,EG,+2 (010) 5388633 ,,El-Saqkkala Sq. and El-Arossa Sq.,0,,scubaonline@hotmail.com,,,33.811607,27.257896,,[]
DC,,scubadiving,0,ATHINA DIVING,0,LAGONISI,GR,22910-25434 ,ATHENS,ATHENS-SOUNIO 38km,19010,,info@athinadiving.gr,,,23.73615,37.975336,,[]
DC,,mares_lab scubadiving,0,BLUE DIVING ADVENTURES,0,CHANIA,GR,28210-40403 ,CRETE,DASKALOGIANNI,73100,,badiving@otenet.gr,,,24.089845,35.587555,,[]
DC,,scubadiving,0,DIVE WAY,0,KALAMATA,GR,27910-94330 ,MESINIA,FARON 189,24100,,diveway@kal.forthnet.gr,,,22.113291,37.028831,,[]
DC,,scubadiving,0,IONAS BROS O.E.,0,METAMORFOSI,GR,210-2844484 ,ATHENS,G.PAPANDREOU 119,14452,,tasos692000@yahoo.com,,,23.765582,38.065523,,[]
DC,,scubadiving,0,LICHADONHSIA DIVING CLUB,0,AGIOS GEORGIOS,GR,6945705467,EVIA,AGIOS GEORGIOS LIXADOS,34300,,vasilasdim@gmail.com,,,22.952002,38.873244,,[]
DC,,scubadiving,0,ODYSSEY DIVE CLUB,0,RAFINA,GR,22990-75604 ,ATHENS,STEFANOU PERRI 67,19009,,panpan642398@hotmail.com,,,24.001675,38.021021,,[]
DC,,scubadiving,0,ODYSSEY DIVE CLUB,0,PALIOURI,GR,+30 6976762282 ,HALKIDIKI,P.O. BOX 88 - Main Road,63085,,webmaster@odysseydive.com,,,23.663453,39.941886,https://www.odysseydive.com/,[]
DC,,scubadiving,0,ORIONAS,0,KALAMARIA,GR,2310-488735 ,THESSALONIKI,N.PLASTIRA 13,55132,,lalussis@the.forthnet.gr,,,22.944344,40.577606,,[]
DC,,scubadiving,0,Coral Sea Divers,0,Eilat,IL,08-6370337 ,,"Carelton Hotel, Coral Beach",0,,info@coralsea.co.il,,,34.951926,29.557668,http://www.coralsea.co.il,[]
DC,,scubadiving,0,Marina Divers,0,Eilat,IL,08-6376787 ,,VIA ARTALE ALAGONA 119,0,,marinad@netvision.net.il,,,34.951926,29.557668,http://www.marinadivers.co.il,[]
DC,,scubadiving,0,Putzker,0,Nahariya,IL,+972-4-9511503 ,,8 HaMa'apilim street (Marine building),22111,,club@putsker.co.il,,,35.089882,33.009017,http://www.putsker.co.il,[]
DC,,scubadiving,0,Siam Divers,0,Eilat,IL,08-6370581 ,,"VIA L.ANDREOTTI, 34",0,,siam2000@siam.co.il,,,34.951926,29.557668,http://www.siam.co.il,[]
DC,,scubadiving,0,Calypso,0,Beirut,LB,+961 3 805 054 ,,Movenpick Resort,0,,bazem72@hotmail.com,,,35.495479,33.888629,,[]
DC,,scubadiving,0,Samir Sport,0,Tabarja,LB,+961 4 405 406 ,,Main Street,0,,info@samirsport.com,,,35.628961,34.030269,https://samirsport.com/,[]
DC,,scubadiving,0,Aquamarina Sports Centre,0,Gzira,MT, ,,"48, Gzira Road",0,,info@divesystemsmalta.com,,,14.494289,35.905035,,[]
DC,,scubadiving,0,Aquaventure Ltd.,0,Mellieha,MT,21522141 / 21522356 ,,"Mellieha Bay Hotel, Triq l-Ghadira",0,,aquaventure@onvol.net,,,14.366389,35.956389,http://www.aquaventuremalta.com,[]
DC,,scubadiving,0,Atlantis Diving Centre,0,"Marsalforn, Gozo",MT, ,,Qolla Street,0,,info@atlantisgozo.com,,,14.251222,36.0443,,[]
DC,,scubadiving,0,Calypso Diving Centre,0,"Marsalforn, Gozo",MT, ,,Triq tax-Xtut,0,,info@calypsodivers.com,,,14.251222,36.0443,http://www.calypsodivers.com,[]
DC,,scubadiving,0,Dive Shack Malta,0,Sliema,MT, ,,14A Qui-si-sana Seafront,0,,info@fun-adventure.com,,,14.50107,35.911857,http://www.fun-adventure.com,[]
DC,,scubadiving,0,Luna Diving Centre,0,Mellieha,MT, ,,Kungsgatan 8 B,0,,info@lunadiving.com,,,14.366389,35.956389,http://www.lunadiving.com,[]
DC,,scubadiving,0,Moby Dives Diving Centre,0,"Xlendi, Gozo",MT,21551616 / 21564429 ,,Melbournestraat 36-38,0,,mobydives@gozo.com,,,14.218889,36.029722,http://www.gozo.com/mobydives,[]
DC,,scubadiving,0,St. Andrew's Divers Cove Ltd.,0,"Xlendi, Gozo",MT, ,,122-6 MANG-KYOUNG BOOK DONG,0,,standrew@gozodive.com,,,14.218889,36.029722,http://www.gozo.com,[]
DC,,scubadiving,0,Al Sawadi Beach Resort,0,Barka,OM,+968-26795545 ,,"PO Box 747, PC 320,",0,,divers@alsawadibeach.com,,,57.871948,23.656088,http://www.alsawadibeach.com/,[]
DC,,scubadiving,0,Damaniyat Diving,0,Muscat,OM,+968-99311350 ,,"PO Box 849, PC 113,",0,,samisaid999@gmail.com,,,58.590833,23.614167,,[]
DC,,scubadiving,0,Pearl Divers,0,Doha,QA,+974 44449553 / +974 55769112 / +974 55499019 ,,AL MIRQAB AL JADEED STREET. POST BOX: 14306,0,,yasar@tims.qa,,,51.491933,25.279543,http://www.pearl-divers.com,[]
DC,,scubadiving,0,KORGAN CENTER LTD,0,Almaty,KZ,+7 727 2731078 ,,"60, Abylay Khan str.",50004,,vt@korgan.kz,,,76.939534,43.26348,,[]
DC,,scubadiving,0,CAPTAIN DIVE,0,Jardim Santa Genebra,BR,(19) 3254 3001 ,Campinas,"Rua Angelo Vicentim, 995",0,,rafael@captaindive.com.br,,,-47.082138,-22.833286,http://www.captaindive.com.br,[]
DC,,scubadiving,0,MAR A MAR,0,Funcionários,BR,(31) 3225 0029 - (31) 3221 3277 ,Belo Horizonte,"Rua Piauí, 1714",0,,maramar@maramar.com.br,,,-43.928391,-19.936481,http://www.maramar.com.br,[]
DC,,scubadiving,0,Scubasul Cursos de Mergulho,0,São Francisco,BR,(41) 3232 0198 ,Curitiba,"Rua Inácio Lustosa, 1098",0,,scubasul@scubasul.com.br,,,-49.279879,-25.422608,http://scubasul.com.br/joomla/,[]
DC,,scubadiving,0,SUB-SUB,0,Centro Rio de Janeiro,BR,(21) 2509 1176 / (21) 97149 5449 ,Rio de Janeiro,"Rua da Alfândega, 98 – SLJ 1",0,,subsub@imagelink.com.br,,,-43.180101,-22.902352,https://subsub.com.br/,[]
DC,,,0,CYDIVE,0,PAPHOS,CY,+357 (26) 939681 ,,"1 Poseidonos Avenue, Marina Court 44-46",8042,,cydive@spidernet.com.cy,,,32.429737,34.772013,,[]
DC,,spearfishing snorkeling,0,GATOPOULOS,0,Patra,GR,+30 2610273047 ,,80th Ag. Andreou str.,26221,,fgatopoulos@hol.gr,,,21.736189,38.247892,,[]
DC,,scubadiving spearfishing snorkeling,0,KALAITZIS PSAREMA,0,Thessaloniki,GR,+30 2310465693 ,MAKEDONIA,14th Klm Thessaloniki-N.Moudanion Av Po Box 407 Thessaloniki,57001,,kalfish@otenet.gr,,,22.969603,40.521135,,[]
DC,,mares_lab scubadiving snorkeling,0,Antek Dive,0,Capital Federal,AR,54 11 49839232 ,Buenos Aires,Mexico 4378,1223,,dmorales@sinectis.com.ar,,,-58.427804,-34.620662,http://www.antekdive.com,[]
DC,,,0,Agent za Hrvatsku i Sloveniju - Boris Ivančić,0,Dramalj,HR,+385 (0)98 333 033 ,,Milovana Muzevica 39,51265,,b.ivancic@mares.com,,,14.663961,45.19529,,[]
DC,,,0,ETS SAMIR SPORT,0,Jounieh,LB,+961 9 850474 ,,P.O. Box 538 Tabarja Main Street,0,,eliek@samirsport.com,,,35.638924,33.9877,http://www.lebanondivers.com/,[]
DC,,mares_lab,0,AL-AMWAG CO.,0,TRIPOLI,LY,+218.21.334.3116 ,,"DRGUT STREET , 57",0,,mareslibya@maktoob.com,,,13.187507,32.876174,,[]
DC,,,0,Subacqua Supplies & Services Ltd.,0,Msida,MT,+356 21 344739 ,,G. Zammit Str.,0,,alex@subaquasupplies.com,,,14.489444,35.897778,,[]
DC,,,0,Al Marsa Musandam,0,Sharjah,AE,+971-6-5441232 ,,PO Box 32261,0,,info@musandamdiving.com,,,55.391865,25.357522,http://www.musandamdiving.com/,[]
DC,,,0,ATLANTIS,0,DUBAI,AE,+971 4 426 3000 ,DUBAI,"The Atlantis Hotel, The Palm Jumeirah",0,,reception@atlantisdivecentre.com,,,55.132065,25.12225,www.atlantisdivecentre.com,[]
DC,,,0,Neptune Diving,0,Dubai,AE,+971 4 2881163 ,,PO Box 76343,0,,neptunediving@supersportsdubai.com,,,55.311667,25.264444,http://www.supersportsdubai.com/,[]
DC,,,0,African Divers Nuweiba,0,Nuweiba,EG,+ 20 69 3520608 / 10 ,Nuweiba,Domina Elaria Resort Nuweiba,0,,info@africandiversnuweiba.com,,,34.653433,28.973444,www.africandiversnuweiba.com,[]
DC,,dc,0,Camel Dive Club & Hotel,0,Sharm El Sheikh,EG,069 3600 700 ,Sharm El Sheikh,P.O. Box 10 Na'ama Bay,46619,,info@cameldive.com,,,34.384954,27.979091,http://www.cameldive.com,[]
DC,,,0,Matthes Reef Divers,0,Marsa Alam,EG,20180753441,,Resta Grand Resort/Resta Reef Resort,0,,matthesreefdivers@gmx.net,,,34.612172,25.596361,www.matthesreefdivers.com,[]
DC,,,0,Paradise for Marine Activities - TGI Diving El Gouna,0,El Gouna Hurgada,EG,+20 12 2242025 ,El Gouna Hurgada,c/o Sheraton Miramar Resort Red Sea,0,,gouna@tgidiving.com,,,33.665457,27.39547,http://tgidiving.com/,[]
DC,,,0,Paradise for Marine Activities - TGI Diving Marsa,0,Marsa Alam,EG,+20 12 7403095 ,,c/o Helioland Beach Resort 17km South of El Quseir Red Sea,0,,marsa@tgidiving.com,,,34.9,25.066667,http://tgidiving.com/,[]
DC,,,0,Paradise for Marine Activities - TGI Sharm,0,Sharm El Sheikh,EG,+20 123934419 ,Sharm El Sheikh,Mall 25 Sharm El Sheik South Sinai,46619,,sharm@tgidiving.com,,,34.384954,27.979091,http://www.tgidiving.com/,[]
DC,,dc,0,RED SEA DIVING COLLEGE,0,Sharm El Sheikh,EG,0020 (0)693600145 ,Sharm El Sheikh,"Sultana Building, Naama Bay",0,,info@redseacollege.com,,,34.384954,27.979091,http://www.redseacollege.com,[]
DC,,dc,0,RED SEA WATERWORLD - Hyatt Regency,0,Sharm El Sheikh,EG,(+) 20-693-600145 ,Sharm El Sheikh,"Hyatt Regency, Gardens Bay",0,,info@redseawaterworld.com,,,34.384954,27.979091,http://www.redseawaterworld.com,[]
DC,,dc,0,RED SEA WATERWORLD – Taba Heights,0,Taba,EG,(+) 20-693-600145 ,Taba,Taba Nuweibaa Rd,0,,info@redseawaterworld.com,,,34.899402,29.490115,http://www.redseawaterworld.com,[]
DC,,dc,0,Reef Oasis Dive Club - Reef Oasis Blue Bay Resort & Spa Hotel,0,Sharm El Sheikh,EG,(+20) 69 3601154 ,Sharm El Sheikh,"El Basha Bay, South Sinai",0,,info@reefoasisdiveclub.com,,,34.384954,27.979091,http://www.reefoasisdiveclub.com,[]
DC,,dc,0,Sinai Dive Club,0,Sharm El Sheikh,EG,(+)20 122 2463754 ,Sharm El Sheikh,"Hilton Sharks Bay Resort, Ras Nasrani",0,,info@dive-club.com,,,34.400251,27.965449,http://www.dive-club.com/,[]
DC,,,0,AEGEAN DIVE CENTER,0,Athens,GR,+30 2108945409 ,Athens,Glyfada,16674,,dive@adc.gr,,,23.693158,37.937581,http://www.adc.gr/,[]
DC,,,0,EXTREME DIVERS,0,Athens,GR,+30 2109730929 ,Athens,Hlioypoli,16344,,etrdive@otenet.gr,,,23.75882,37.945846,,[]
DC,,,0,MAKEDONIA DIVING CENTER,0,MACEDONIA,GR,+30 2510442442 ,MACEDONIA,KAVALA,65500,,matanas@internet.gr,,,21.33964,41.03418,,[]
DC,,,0,MARES DIVING CLUB,0,Athens,GR,+30 2106140148 ,ATHENS,Marousi,15124,,info@ionas.gr,,,23.803444,38.048812,http://www.ionas.gr/,[]
DC,,,0,MARES DIVING CLUB,0,Athens,GR,+30 2109404483 ,Athens,Kallithea,17675,,info@ionas.gr,,,23.691135,37.950886,http://www.ionas.gr/,[]
DC,,,0,ORION DIVING CENTER,0,THESSALONIKI,GR,+30 2310488735 ,THESSALONIKI,Kalamaria,55132,,lalussis@phe.forthnet.gr,,,22.959498,40.578543,,[]
DC,,,0,PARALOS DIVING ACADEMY,0,Athens,GR,+30 2102843383 ,ATHENS,Iraklio,14122,,paralos@paralos.net,,,23.777202,38.054324,http://www.paralos.net/,[]
DC,,,0,PIRAEUS DIVING CENTER,0,PIRAUES,GR,2104634297,ATHENS,HORMOVITOY 232,18546,,aoikon@otenet.gr,,,23.73615,37.975336,,[]
DC,,,0,PLANET BLUE,0,LAYRIO,GR,2292026446,ATHENS,OLD FACTORY VELPEX,19500,,mail@navy.gr,,,23.73615,37.975336,,[]
DC,,,0,PRITSIS GIORGOS,0,ILIOUPOLI,GR,210-9730929 ,ATHENS,EL.VENIZELOU 70,16343,,extremedive@otenet.gr,,,23.77667,37.937029,,[]
